2000 Coord,Discov,Comp,PA_l,Sep_l,id_1,mag_1,ra_deg_1,dec_deg_1,id_2,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag_2,ra_deg_2,dec_deg_2,theta_measured,rho_measured,mag_diff
22039+5949,STT 461,AG,335.0,17.5,93,-4.606624796418059,330.97395411275085,59.81442891624189,92,1917.2367895798886,1293.8130907730945,0.5616176619548154,0.2731588924245756,-0.11553733548259783,169,0.0,1054.0,1.2599313437352224,-0.25086720039445837,330.96977475460545,59.819100583227836,335.7843286411088,18.440891232730113,4.3557575960236
22039+5949,STT 461,AG,335.0,17.5,94,-4.646101124088272,330.97397312953285,59.81493357476599,92,1917.2367895798886,1293.8130907730945,0.5616176619548154,0.2731588924245756,-0.11553733548259783,169,0.0,1054.0,1.2599313437352224,-0.25086720039445837,330.96977475460545,59.819100583227836,333.13742573673875,16.816041913732377,4.395233923693813
22039+5949,STT 461,AG,335.0,17.5,88,-4.636882825794486,330.97392873368557,59.81440999411353,87,1942.2048692709457,1299.5973934340068,0.3084900564339022,-0.23406463154709523,-0.27035387146844964,169,0.0,65456.0,71.64351628484977,-4.637942232502476,330.97335567984896,59.81474392346769,319.210926416113,1.5877941591532232,-0.0010594067079896519
22039+5949,STT 461,AG,335.0,17.5,92,-4.701704685841517,330.97335569503,59.814716897934545,91,1913.1031839457403,1298.686363160424,0.3415681274659944,-0.5699478408199478,-0.502073206500455,169,0.0,746.0,1.0545405147353373,-0.05765817424278895,330.97035939051466,59.81911956434805,341.1121686387381,16.751733276874482,4.644046511598728
22039+5949,STT 461,AG,335.0,17.5,93,-4.63564074093999,330.9741049428721,59.81500858099001,91,1913.1031839457403,1298.686363160424,0.3415681274659944,-0.5699478408199478,-0.502073206500455,169,0.0,746.0,1.0545405147353373,-0.05765817424278895,330.97035939051466,59.81911956434805,335.3904639834049,16.278345637653995,4.577982566697201
22039+5949,STT 461,AG,335.0,17.5,91,-4.574199684659969,330.97380256873856,59.81441115654314,92,1934.1371998272525,1310.2963350364034,0.30415584579247285,0.28702928672276196,0.1675863892604904,169,0.0,65453.0,68.34572247222498,-4.586778346826485,330.9740931138771,59.8149973206296,13.994208213533586,2.174737695543496,-0.01257866216651582
22039+5949,STT 461,AG,335.0,17.5,71,-4.5963691648205485,330.97314512953676,59.814582481853705,72,1931.0147571326986,1313.0421675415214,0.3215014481568868,0.24175882281602037,-0.12952441189498617,169,0.0,65453.0,69.5625668205633,-4.605938997136329,330.9745182247565,59.81501578648708,57.885995258959504,2.934360267539948,-0.00956983231578068
22039+5949,STT 461,AG,335.0,17.5,91,-4.614750554663404,330.97383007795145,59.81446526963855,90,1901.9428843682488,1304.7748524992398,0.39158439224058006,0.3013568055880055,-0.04114445967579917,169,0.0,876.0,1.2298865204162706,-0.2246626041460388,330.969889159205,59.81905695059046,336.660938227809,18.003361467872743,4.390087950517366
22039+5949,STT 461,AG,335.0,17.5,92,-4.657895718668063,330.97391442526447,59.81496123975837,90,1901.9428843682488,1304.7748524992398,0.39158439224058006,0.3013568055880055,-0.04114445967579917,169,0.0,876.0,1.2298865204162706,-0.2246626041460388,330.969889159205,59.81905695059046,333.7070255079491,16.44630226333154,4.433233114522024
22039+5949,STT 461,AG,335.0,17.5,90,-4.694096759343785,330.97395836625014,59.814958222177786,89,1901.0981349066353,1303.9646548167345,0.25889753730000753,0.4457649290486877,-0.06103789034844125,169,0.0,780.0,1.4244937309327215,-0.38415135572302006,330.9697250832723,59.81898520681177,332.1444820925398,16.397375452489094,4.309945403620765
22039+5949,STT 461,AG,335.0,17.5,89,-4.596990493922597,330.9737880784161,59.8144814341225,88,1918.0008874702607,1296.9506654659592,0.3398873553908593,-0.8429383590042583,-0.1841117079788479,169,0.0,6143.0,8.98682929903233,-2.384016231328975,330.9685448808991,59.81599725627986,299.9010261002499,10.94744107535997,2.212974262593622
22039+5949,STT 461,AG,335.0,17.5,91,-4.596140527317269,330.97435708274014,59.814813225201064,88,1918.0008874702607,1296.9506654659592,0.3398873553908593,-0.8429383590042583,-0.1841117079788479,169,0.0,6143.0,8.98682929903233,-2.384016231328975,330.9685448808991,59.81599725627986,292.0588551787199,11.35101337341093,2.212124295988294
22039+5949,STT 461,AG,335.0,17.5,65,-4.55286333326386,330.9727367954714,59.81447738734036,67,1924.5809773784567,1311.290012420395,0.35704744079635997,0.293317524411528,0.13607898159461085,169,0.0,65455.0,70.39676289780036,-4.61888172285722,330.97469426534855,59.815120830766354,56.823827121892435,4.233158471664379,-0.06601838959335993
22039+5949,STT 461,CD,96.0,118.4,103,-3.7107716058522895,331.0058333777392,59.83383532605581,119,1904.6457092942937,1598.5138953178391,0.24390234330858507,0.06397736843844741,-0.22954375352543308,169,0.0,65455.0,86.28132882141497,-4.839792062661919,331.0709757572145,59.8304941203257,95.79950939835544,118.46293394970658,-1.1290204568096298
22039+5949,STT 461,CD,96.0,118.4,97,-3.467951871716069,331.0057853234103,59.833845816758256,113,1903.063468611123,1598.3570103367654,0.29022228974410375,0.048240548714475376,-0.13852824497756858,169,0.0,65456.0,83.88001217288034,-4.809146212048072,331.0709196645035,59.83049947504843,95.80912586503904,118.4503178186641,-1.3411943403320028
22039+5949,STT 461,CD,96.0,118.4,104,-3.7146262646672987,331.00581986642277,59.83384584872004,122,1901.3951597542898,1601.6996307866714,0.24614853874783418,0.026721392804730817,-0.050111389534822304,169,0.0,65457.0,89.83065643427992,-4.883561433209708,331.0709969749869,59.830476198347355,95.84565097776793,118.53588741096827,-1.1689351685424096
22039+5949,STT 461,CD,96.0,118.4,81,-3.440616188224369,331.0060525641446,59.83387275713801,97,1899.1246238961362,1603.8955629436527,0.30730782306486065,-0.23498912935530727,0.3381677873286637,169,0.0,64945.0,86.95091472141779,-4.848185387824247,331.0708140186432,59.830406727235,96.05108687360973,117.82420381065197,-1.4075691995998785
22039+5949,STT 461,CD,96.0,118.4,100,-3.714194303003465,331.0058090172934,59.83379401605882,121,1897.6387911326783,1606.9597191734954,0.26569730911299155,0.04626560010025315,-0.04161299662985109,169,0.0,65453.0,87.41030986335825,-4.853906649454956,331.0709712011849,59.830482282607996,95.74669664796325,118.48794826746216,-1.1397123464514909
22039+5949,STT 461,CD,96.0,118.4,79,-3.397855027131185,331.00586744153435,59.83386233171325,97,1895.0797377180668,1607.7981472984588,0.2715359674593495,-0.2230475671293342,0.08391100782087063,169,0.0,65453.0,87.4181365247145,-4.854003861204852,331.0707389777748,59.83042554008225,95.98998391597131,118.01114105602728,-1.4561488340736668
22039+5949,STT 461,CD,96.0,118.4,101,-3.7855597974403175,331.005799967725,59.83384706448463,118,1891.930009962274,1609.2620182103062,0.22230335270254367,-0.11678136262506773,-0.2316793872259555,169,0.0,65454.0,87.07306890508268,-4.849709628779849,331.0709696742735,59.83050486707304,95.79878973245307,118.51243943038155,-1.064149831339532
22039+5949,STT 461,CD,96.0,118.4,99,-3.7567996320081716,331.0058790589218,59.833807770581636,121,1891.237730123823,1609.028756776707,0.22459901071446445,-0.09705790985885276,-0.13123352341569455,169,0.0,65456.0,89.01891871643926,-4.873705786865366,331.0709749095029,59.830504481049836,95.73793359922851,118.36543147661402,-1.1169061548571944
22039+5949,STT 461,CD,96.0,118.4,98,-3.814639260690726,331.0058769686634,59.83384160061227,115,1892.10092247282,1608.8217975317687,0.2554359418402925,0.058620912127349184,-0.09837478962470564,169,0.0,65454.0,85.30157919536968,-4.827392678431305,331.07098292823497,59.830514149351764,95.77892568703821,118.39232000591876,-1.0127534177405786
22039+5949,STT 461,CD,96.0,118.4,72,-3.1925642890347468,331.0060196621497,59.83385966012426,86,1891.0170548151743,1606.2968126670573,0.21870453171708193,-0.21929379013835615,0.3480628564956937,169,0.0,65455.0,82.4141674370109,-4.790004689158845,331.07096503413936,59.83045210939114,95.93238740294295,118.13296439839597,-1.5974404001240985
22039+5949,STT 461,CE,35.0,147.7,103,-3.7107716058522895,331.0058333777392,59.83383532605581,117,1682.8948498780474,1584.673744360509,0.3061399392333271,-0.09854521251546271,-0.26802858705511656,169,0.0,65455.0,73.70898083167498,-4.668801015713383,331.05293948776017,59.86738144349351,35.17411522242491,147.78016758667988,-0.9580294098610933
22039+5949,STT 461,CE,35.0,147.7,97,-3.467951871716069,331.0057853234103,59.833845816758256,112,1681.3093221891943,1584.8243035857474,0.31234427322124414,-0.026205160583875037,-0.24423753192408051,169,0.0,65456.0,76.8976690061972,-4.714782938154773,331.0528663822934,59.86738639819204,35.164219102119986,147.73776568560848,-1.2468310664387041
22039+5949,STT 461,CE,35.0,147.7,104,-3.7146262646672987,331.00581986642277,59.83384584872004,121,1679.6447531597219,1588.3426081698972,0.3568770285552243,0.10072837844719283,-0.25824474771562933,169,0.0,65457.0,77.15531901515338,-4.718414678211242,331.0528873246554,59.86735115974539,35.184835383093585,147.61985575640202,-1.0037884135439432
22039+5949,STT 461,CE,35.0,147.7,81,-3.440616188224369,331.0060525641446,59.83387275713801,95,1677.6881197890377,1589.9255759156838,0.3144789091794155,0.008459040537320307,-0.06878040370803026,169,0.0,65455.0,82.92466298913034,-4.7967092879898505,331.0523995270965,59.86718954438171,34.92158350785757,146.31591251017986,-1.3560930997654816
22039+5949,STT 461,CE,35.0,147.7,100,-3.714194303003465,331.0058090172934,59.83379401605882,119,1675.8170200910104,1594.0727114847411,0.3396231830695904,0.07576908890020237,-0.34919583500302076,169,0.0,65453.0,76.15830653588097,-4.704293196164947,331.05277375093726,59.867350386496376,35.08489533891422,147.6632327565123,-0.9900988931614823
22039+5949,STT 461,CE,35.0,147.7,79,-3.397855027131185,331.00586744153435,59.83386233171325,95,1673.6770153547452,1595.563598386323,0.3235827746755632,0.13563075970748883,-0.3093778638034607,169,0.0,65453.0,73.08684954101511,-4.659598104311747,331.052663078723,59.86723218638511,35.13802310972383,146.9381860874817,-1.2617430771805616
22039+5949,STT 461,CE,35.0,147.7,101,-3.7855597974403175,331.005799967725,59.83384706448463,116,1670.353270177361,1597.3782186622805,0.2833770289678954,0.016987487199819098,-0.5155515797408229,169,0.0,65454.0,74.4837829948505,-4.680154315343596,331.05288754202616,59.86733588406537,35.2096565287082,147.59233871634402,-0.8945945179032782
22039+5949,STT 461,CE,35.0,147.7,99,-3.7567996320081716,331.0058790589218,59.833807770581636,119,1669.772017746251,1597.567135856763,0.2971859352627837,-0.07628389875101445,-0.46207114234213026,169,0.0,65456.0,77.15131886671995,-4.718358386323359,331.05291651866014,59.86731542475219,35.165785733924224,147.59554048815028,-0.9615587543151878
22039+5949,STT 461,CE,35.0,147.7,98,-3.814639260690726,331.0058769686634,59.83384160061227,114,1670.2925091329585,1597.570128066396,0.2955413023381479,7.278560505381706e-05,-0.43306204190086356,169,0.0,65454.0,72.3504400291909,-4.648602942012498,331.05285800536376,59.867374432454255,35.11313531558942,147.61082557095355,-0.8339636813217717
22039+5949,STT 461,CE,35.0,147.7,72,-3.1925642890347468,331.0060196621497,59.83385966012426,85,1668.3903192045939,1598.503669570672,0.2984805495648971,-0.3440967299129219,-0.07768686094240891,169,0.0,65455.0,64.76951530891279,-4.5284266177523715,331.05381808837694,59.86754982428128,35.45231184450563,148.92703177452518,-1.3358623287176248
22039+5949,STT 461,DE,346.0,136.4,119,-4.839792062661919,331.0709757572145,59.8304941203257,117,1682.8948498780474,1584.673744360509,0.3061399392333271,-0.09854521251546271,-0.26802858705511656,169,0.0,65455.0,73.70898083167498,-4.668801015713383,331.05293948776017,59.86738144349351,346.20942363604456,136.7405509936874,0.1709910469485365
22039+5949,STT 461,DE,346.0,136.4,113,-4.809146212048072,331.0709196645035,59.83049947504843,112,1681.3093221891943,1584.8243035857474,0.31234427322124414,-0.026205160583875037,-0.24423753192408051,169,0.0,65456.0,76.8976690061972,-4.714782938154773,331.0528663822934,59.86738639819204,346.1967717657531,136.7464916799638,0.09436327389329868
22039+5949,STT 461,DE,346.0,136.4,122,-4.883561433209708,331.0709969749869,59.830476198347355,121,1679.6447531597219,1588.3426081698972,0.3568770285552243,0.10072837844719283,-0.25824474771562933,169,0.0,65457.0,77.15531901515338,-4.718414678211242,331.0528873246554,59.86735115974539,346.15100002302654,136.72905666243193,0.16514675499846643
22039+5949,STT 461,DE,346.0,136.4,97,-4.848185387824247,331.0708140186432,59.830406727235,95,1677.6881197890377,1589.9255759156838,0.3144789091794155,0.008459040537320307,-0.06878040370803026,169,0.0,65455.0,82.92466298913034,-4.7967092879898505,331.0523995270965,59.86718954438171,345.8931730178598,136.54041772314798,0.05147609983439683
22039+5949,STT 461,DE,346.0,136.4,121,-4.853906649454956,331.0709712011849,59.830482282607996,119,1675.8170200910104,1594.0727114847411,0.3396231830695904,0.07576908890020237,-0.34919583500302076,169,0.0,65453.0,76.15830653588097,-4.704293196164947,331.05277375093726,59.867350386496376,346.0839763071417,136.74320385659644,0.14961345329000864
22039+5949,STT 461,DE,346.0,136.4,97,-4.854003861204852,331.0707389777748,59.83042554008225,95,1673.6770153547452,1595.563598386323,0.3235827746755632,0.13563075970748883,-0.3093778638034607,169,0.0,65453.0,73.08684954101511,-4.659598104311747,331.052663078723,59.86723218638511,346.1510996737468,136.4756832799415,0.19440575689310524
22039+5949,STT 461,DE,346.0,136.4,118,-4.849709628779849,331.0709696742735,59.83050486707304,116,1670.353270177361,1597.3782186622805,0.2833770289678954,0.016987487199819098,-0.5155515797408229,169,0.0,65454.0,74.4837829948505,-4.680154315343596,331.05288754202616,59.86733588406537,346.15536347099606,136.56354267092462,0.16955531343625374
22039+5949,STT 461,DE,346.0,136.4,121,-4.873705786865366,331.0709749095029,59.830504481049836,119,1669.772017746251,1597.567135856763,0.2971859352627837,-0.07628389875101445,-0.46207114234213026,169,0.0,65456.0,77.15131886671995,-4.718358386323359,331.05291651866014,59.86731542475219,346.1655835342821,136.48310691525367,0.15534740054200658
22039+5949,STT 461,DE,346.0,136.4,115,-4.827392678431305,331.07098292823497,59.830514149351764,114,1670.2925091329585,1597.570128066396,0.2955413023381479,7.278560505381706e-05,-0.43306204190086356,169,0.0,65454.0,72.3504400291909,-4.648602942012498,331.05285800536376,59.867374432454255,346.134474670858,136.68436505805633,0.1787897364188069
22039+5949,STT 461,DE,346.0,136.4,86,-4.790004689158845,331.07096503413936,59.83045210939114,84,1670.264266822415,1593.0048639714682,0.3525066976297865,-0.1368525160009605,-0.005529228946379884,169,0.0,65455.0,75.92084941812666,-4.700902646056704,331.05210267612085,59.86705508078503,345.4962783349455,136.11329219178864,0.08910204310214098
22039+5949,STT 461,EF,34.0,193.1,117,-4.668801015713383,331.05293948776017,59.86738144349351,144,1457.1818405423942,1802.1304441618379,0.26235920012899866,0.3652404636793362,0.022353979934028666,169,0.0,60886.0,106.00578830325773,-5.063323949943319,331.11223077524113,59.911941109875,33.69826442098445,192.8705513102493,-0.39452293422993634
22039+5949,STT 461,EF,34.0,193.1,112,-4.714782938154773,331.0528663822934,59.86738639819204,137,1456.019709192208,1802.5415481055657,0.21084368081798036,0.26210511944846004,0.03197361632617451,169,0.0,55972.0,106.36598389175522,-5.067006904247262,331.1121385425229,59.9119339247177,33.696946169671854,192.81502576162978,-0.35222396609248907
22039+5949,STT 461,EF,34.0,193.1,121,-4.718414678211242,331.0528873246554,59.86735115974539,143,1454.324226168822,1806.6276933049583,0.2833097561312025,0.18131956107824831,0.05519681238093736,169,0.0,65457.0,113.32063289639993,-5.135772478481009,331.11220912030103,59.91196897478094,33.67736220882141,193.0752648445924,-0.4173578002697669
22039+5949,STT 461,EF,34.0,193.1,95,-4.7967092879898505,331.0523995270965,59.86718954438171,116,1452.3599424768151,1810.1204718517913,0.3192316334013635,-0.18388214993407082,0.8426400953286513,169,0.0,64751.0,92.74068052497365,-4.918175695989083,331.11220747372926,59.91191196829104,33.831343415278994,193.8766457652304,-0.12146640799923247
22039+5949,STT 461,EF,34.0,193.1,96,-4.633485371589125,331.05382482382737,59.867512516676975,116,1452.3599424768151,1810.1204718517913,0.3192316334013635,-0.18388214993407082,0.8426400953286513,169,0.0,64751.0,92.74068052497365,-4.918175695989083,331.11220747372926,59.91191196829104,33.38603716752332,191.4825278187725,-0.2846903243999579
22039+5949,STT 461,EF,34.0,193.1,119,-4.704293196164947,331.05277375093726,59.867350386496376,145,1451.5059570583112,1813.1229588599165,0.29120713936192427,0.4000466473867894,0.10834665412233742,169,0.0,65453.0,110.67970056849117,-5.110169938838805,331.11212321290196,59.91191495161832,33.72130357807368,192.9436161299966,-0.40587674267385765
22039+5949,STT 461,EF,34.0,193.1,120,-4.54322050911042,331.0536416863918,59.86760626614102,145,1451.5059570583112,1813.1229588599165,0.29120713936192427,0.4000466473867894,0.10834665412233742,169,0.0,65453.0,110.67970056849117,-5.110169938838805,331.11212321290196,59.91191495161832,33.48448608504954,191.30829717277769,-0.5669494297283846
22039+5949,STT 461,EF,34.0,193.1,95,-4.659598104311747,331.052663078723,59.86723218638511,115,1448.9938792425428,1815.6594403735783,0.2536775433108615,-0.21378658519249838,0.370502149970487,169,0.0,63409.0,98.27329357366926,-4.981088778572637,331.11218716893853,59.911945385333,33.710898518865456,193.56381926323706,-0.3214906742608905
22039+5949,STT 461,EF,34.0,193.1,96,-4.556262900791495,331.05351026603097,59.867668953020306,115,1448.9938792425428,1815.6594403735783,0.2536775433108615,-0.21378658519249838,0.370502149970487,169,0.0,63409.0,98.27329357366926,-4.981088778572637,331.11218716893853,59.911945385333,33.59161989971609,191.4065380666578,-0.4248258777811422
22039+5949,STT 461,EF,34.0,193.1,116,-4.680154315343596,331.05288754202616,59.86733588406537,142,1446.3209584202054,1816.8274542259815,0.297054651484392,0.0432992911915304,0.03725970700812899,169,0.0,65454.0,111.32025795700572,-5.116435510081494,331.1120966122554,59.9119644307297,33.62077380350357,192.9945520046641,-0.43628119473789884
22039+5949,STT 461,EF,34.0,193.1,117,-4.68291072714208,331.0533885778909,59.86760415027663,142,1446.3209584202054,1816.8274542259815,0.297054651484392,0.0432992911915304,0.03725970700812899,169,0.0,65454.0,111.32025795700572,-5.116435510081494,331.1120966122554,59.9119644307297,33.55566778664312,191.68911393552278,-0.4335247829394149
22039+5949,STT 461,EF,34.0,193.1,119,-4.718358386323359,331.05291651866014,59.86731542475219,142,1446.1612258558332,1817.5776357715647,0.31204093520431164,0.21039992480202918,0.1471360019993066,169,0.0,65456.0,110.20155103947666,-5.105469267667491,331.11219523614045,59.911938021209465,33.65536287995727,193.0464888970886,-0.38711088134413174
22039+5949,STT 461,EF,34.0,193.1,120,-4.726711241822403,331.05335519753004,59.86757892248027,142,1446.1612258558332,1817.5776357715647,0.31204093520431164,0.21039992480202918,0.1471360019993066,169,0.0,65456.0,110.20155103947666,-5.105469267667491,331.11219523614045,59.911938021209465,33.61565911866636,191.8175829505011,-0.3787580258450882
22039+5949,STT 461,EF,34.0,193.1,114,-4.648602942012498,331.05285800536376,59.867374432454255,137,1447.0933544439852,1818.0955594408265,0.2863590241731353,0.19709960734456003,0.10020730115012567,169,0.0,65454.0,109.72897964431941,-5.100803351924808,331.1121962138328,59.91199111919657,33.685323144840204,193.08829466316772,-0.4522004099123107
22039+5949,STT 461,EF,34.0,193.1,84,-4.700902646056704,331.05210267612085,59.86705508078503,102,1446.4024558379454,1816.7122957058998,0.3372304312957163,-0.20934330563216058,0.7212199904560321,169,0.0,64790.0,94.26583372346977,-4.935885782371759,331.11231604509675,59.911936587969386,33.9162231271358,194.7604709321498,-0.23498313631505496
22039+5949,STT 461,EF,34.0,193.1,85,-4.5284266177523715,331.05381808837694,59.86754982428128,102,1446.4024558379454,1816.7122957058998,0.3372304312957163,-0.20934330563216058,0.7212199904560321,169,0.0,64790.0,94.26583372346977,-4.935885782371759,331.11231604509675,59.911936587969386,33.44547838176363,191.55911728936871,-0.4074591646193877
