2000 Coord,Discov,Comp,PA_l,Sep_l,id_1,mag_1,ra_deg_1,dec_deg_1,id_2,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag_2,ra_deg_2,dec_deg_2,theta_measured,rho_measured,mag_diff
22039+5949,STT 461,AC,40.0,89.2,92,-4.701704685841517,330.97335569503,59.814716897934545,104,1847.3441973499573,1416.8540267789058,0.33735245402785735,0.10103460949933644,-0.21431240548149044,169,0.0,18836.0,30.609096169513787,-3.7146262646672987,331.00581986642277,59.83384584872004,40.45229420382093,90.51702125748746,0.9870784211742185
22039+5949,STT 461,AC,40.0,89.2,93,-4.63564074093999,330.9741049428721,59.81500858099001,104,1847.3441973499573,1416.8540267789058,0.33735245402785735,0.10103460949933644,-0.21431240548149044,169,0.0,18836.0,30.609096169513787,-3.7146262646672987,331.00581986642277,59.83384584872004,40.22677167404599,88.83875868830354,0.9210144762726911
22039+5949,STT 461,AC,40.0,89.2,70,-4.673456097920959,330.97286371009386,59.81452845618301,81,1844.4250333258135,1420.4267577263772,0.3047915776359591,-0.11003145661914003,0.06895874356369393,169,0.0,15705.0,23.781895984237305,-3.440616188224369,331.0060525641446,59.83387275713801,40.76016196521323,91.95932309891293,1.2328399096965903
22039+5949,STT 461,AC,40.0,89.2,72,-4.572829010429946,330.97462756975665,59.81487283824299,81,1844.4250333258135,1420.4267577263772,0.3047915776359591,-0.11003145661914003,0.06895874356369393,169,0.0,15705.0,23.781895984237305,-3.440616188224369,331.0060525641446,59.83387275713801,39.72532542807296,88.95028030411342,1.1322128222055774
22039+5949,STT 461,AC,40.0,89.2,91,-4.574199684659969,330.97380256873856,59.81441115654314,100,1843.3213444471119,1422.2725361650075,0.4411341318824833,0.13082404809682371,-0.0325239425194102,169,0.0,21215.0,30.596920720068674,-3.714194303003465,331.0058090172934,59.83379401605882,39.67966294629984,90.68333584669534,0.8600053816565039
22039+5949,STT 461,AC,40.0,89.2,92,-4.586778346826485,330.9740931138771,59.8149973206296,100,1843.3213444471119,1422.2725361650075,0.4411341318824833,0.13082404809682371,-0.0325239425194102,169,0.0,21215.0,30.596920720068674,-3.714194303003465,331.0058090172934,59.83379401605882,40.288600804178046,88.72849725748874,0.8725840438230197
22039+5949,STT 461,AC,40.0,89.2,71,-4.5963691648205485,330.97314512953676,59.814582481853705,79,1839.9022002729992,1424.1683980650348,0.23401014872874437,-0.16973619540996404,-0.04795599703110021,169,0.0,14458.0,22.86346298269585,-3.397855027131185,331.00586744153435,59.83386233171325,40.45400199019148,91.23353774531353,1.1985141376893633
22039+5949,STT 461,AC,40.0,89.2,72,-4.605938997136329,330.9745182247565,59.81501578648708,79,1839.9022002729992,1424.1683980650348,0.23401014872874437,-0.16973619540996404,-0.04795599703110021,169,0.0,14458.0,22.86346298269585,-3.397855027131185,331.00586744153435,59.83386233171325,39.885672472112134,88.43831217838056,1.208083970005144
22039+5949,STT 461,AC,40.0,89.2,91,-4.614750554663404,330.97383007795145,59.81446526963855,101,1836.8348281517792,1424.7473910393571,0.31547567694673984,-0.09755317928811305,-0.19409824409801832,169,0.0,19293.0,32.675626182484315,-3.7855597974403175,331.005799967725,59.83384706448463,39.649002097520835,90.63808800760148,0.8291907572230865
22039+5949,STT 461,AC,40.0,89.2,92,-4.657895718668063,330.97391442526447,59.81496123975837,101,1836.8348281517792,1424.7473910393571,0.31547567694673984,-0.09755317928811305,-0.19409824409801832,169,0.0,19293.0,32.675626182484315,-3.7855597974403175,331.005799967725,59.83384706448463,40.30558966961697,89.1717516082185,0.8723359212277453
22039+5949,STT 461,AC,40.0,89.2,90,-4.694096759343785,330.97395836625014,59.814958222177786,99,1836.1217791841402,1424.7840751595475,0.2994253790904157,0.07018506107588868,-0.13546780957582352,169,0.0,18763.0,31.821441768268027,-3.7567996320081716,331.0058790589218,59.833807770581636,40.3911035569376,89.11345877445746,0.9372971273356137
22039+5949,STT 461,AC,40.0,89.2,89,-4.596990493922597,330.9737880784161,59.8144814341225,98,1836.5396272107573,1424.6616426866551,0.39556439767050383,-0.008553856570664226,-0.1980429923714465,169,0.0,21564.0,33.56260828815231,-3.814639260690726,331.0058769686634,59.83384160061227,39.785034683258274,90.71584235132126,0.782351233231871
22039+5949,STT 461,AC,40.0,89.2,91,-4.596140527317269,330.97435708274014,59.814813225201064,98,1836.5396272107573,1424.6616426866551,0.39556439767050383,-0.008553856570664226,-0.1980429923714465,169,0.0,21564.0,33.56260828815231,-3.814639260690726,331.0058769686634,59.83384160061227,39.768098253432875,89.13890336735787,0.7815012666265431
22039+5949,STT 461,AC,40.0,89.2,65,-4.55286333326386,330.9727367954714,59.81447738734036,72,1834.789978846382,1422.802107984139,0.226353899422818,-0.1907996344866665,0.08508927082498538,169,0.0,12320.0,18.924556721493065,-3.1925642890347468,331.0060196621497,59.83385966012426,40.78473607147619,92.17399277167088,1.3602990442291136
22039+5949,STT 461,AC,40.0,89.2,67,-4.61888172285722,330.97469426534855,59.815120830766354,72,1834.789978846382,1422.802107984139,0.226353899422818,-0.1907996344866665,0.08508927082498538,169,0.0,12320.0,18.924556721493065,-3.1925642890347468,331.0060196621497,59.83385966012426,40.025877520010816,88.11337947374189,1.4263174338224736
22039+5949,STT 461,AD,72.0,184.0,93,-4.606624796418059,330.97395411275085,59.81442891624189,119,1904.6457092942937,1598.5138953178391,0.24390234330858507,0.06397736843844741,-0.22954375352543308,169,0.0,65455.0,86.28132882141497,-4.839792062661919,331.0709757572145,59.8304941203257,71.72612710105892,184.85554333723184,-0.23316726624386064
22039+5949,STT 461,AD,72.0,184.0,94,-4.646101124088272,330.97397312953285,59.81493357476599,119,1904.6457092942937,1598.5138953178391,0.24390234330858507,0.06397736843844741,-0.22954375352543308,169,0.0,65455.0,86.28132882141497,-4.839792062661919,331.0709757572145,59.8304941203257,72.25922767220813,184.26116735729246,-0.1936909385736474
22039+5949,STT 461,AD,72.0,184.0,87,-4.637942232502476,330.97335567984896,59.81474392346769,113,1903.063468611123,1598.3570103367654,0.29022228974410375,0.048240548714475376,-0.13852824497756858,169,0.0,65456.0,83.88001217288034,-4.809146212048072,331.0709196645035,59.83049947504843,72.14781531999618,185.44317584423837,-0.17120397954559596
22039+5949,STT 461,AD,72.0,184.0,88,-4.636882825794486,330.97392873368557,59.81440999411353,113,1903.063468611123,1598.3570103367654,0.29022228974410375,0.048240548714475376,-0.13852824497756858,169,0.0,65456.0,83.88001217288034,-4.809146212048072,331.0709196645035,59.83049947504843,71.69502117480515,184.83015713706777,-0.17226338625358562
22039+5949,STT 461,AD,72.0,184.0,92,-4.701704685841517,330.97335569503,59.814716897934545,122,1901.3951597542898,1601.6996307866714,0.24614853874783418,0.026721392804730817,-0.050111389534822304,169,0.0,65457.0,89.83065643427992,-4.883561433209708,331.0709969749869,59.830476198347355,72.15703627722412,185.58060651438717,-0.18185674736819113
22039+5949,STT 461,AD,72.0,184.0,93,-4.63564074093999,330.9741049428721,59.81500858099001,122,1901.3951597542898,1601.6996307866714,0.24614853874783418,0.026721392804730817,-0.050111389534822304,169,0.0,65457.0,89.83065643427992,-4.883561433209708,331.0709969749869,59.830476198347355,72.33957055719051,183.96883478623607,-0.24792069226971858
22039+5949,STT 461,AD,72.0,184.0,70,-4.673456097920959,330.97286371009386,59.81452845618301,97,1899.1246238961362,1603.8955629436527,0.30730782306486065,-0.23498912935530727,0.3381677873286637,169,0.0,64945.0,86.95091472141779,-4.848185387824247,331.0708140186432,59.830406727235,72.08411021874834,186.24480169289683,-0.17472928990328818
22039+5949,STT 461,AD,72.0,184.0,72,-4.572829010429946,330.97462756975665,59.81487283824299,97,1899.1246238961362,1603.8955629436527,0.30730782306486065,-0.23498912935530727,0.3381677873286637,169,0.0,64945.0,86.95091472141779,-4.848185387824247,331.0708140186432,59.830406727235,72.147547767168,182.8256327375105,-0.2753563773943011
22039+5949,STT 461,AD,72.0,184.0,91,-4.574199684659969,330.97380256873856,59.81441115654314,121,1897.6387911326783,1606.9597191734954,0.26569730911299155,0.04626560010025315,-0.04161299662985109,169,0.0,65453.0,87.41030986335825,-4.853906649454956,331.0709712011849,59.830482282607996,71.74556195034002,185.11494159923987,-0.279706964794987
22039+5949,STT 461,AD,72.0,184.0,92,-4.586778346826485,330.9740931138771,59.8149973206296,121,1897.6387911326783,1606.9597191734954,0.26569730911299155,0.04626560010025315,-0.04161299662985109,169,0.0,65453.0,87.41030986335825,-4.853906649454956,331.0709712011849,59.830482282607996,72.31866396063053,183.96370813105753,-0.2671283026284712
22039+5949,STT 461,AD,72.0,184.0,71,-4.5963691648205485,330.97314512953676,59.814582481853705,97,1895.0797377180668,1607.7981472984588,0.2715359674593495,-0.2230475671293342,0.08391100782087063,169,0.0,65453.0,87.4181365247145,-4.854003861204852,331.0707389777748,59.83042554008225,72.06037116765428,185.5917921016497,-0.2576346963843035
22039+5949,STT 461,AD,72.0,184.0,72,-4.605938997136329,330.9745182247565,59.81501578648708,97,1895.0797377180668,1607.7981472984588,0.2715359674593495,-0.2230475671293342,0.08391100782087063,169,0.0,65453.0,87.4181365247145,-4.854003861204852,331.0707389777748,59.83042554008225,72.28683999229825,182.74818118359687,-0.2480648640685228
22039+5949,STT 461,AD,72.0,184.0,91,-4.614750554663404,330.97383007795145,59.81446526963855,118,1891.930009962274,1609.2620182103062,0.22230335270254367,-0.11678136262506773,-0.2316793872259555,169,0.0,65454.0,87.07306890508268,-4.849709628779849,331.0709696742735,59.83050486707304,71.77385589626638,185.02938458170075,-0.23495907411644534
22039+5949,STT 461,AD,72.0,184.0,92,-4.657895718668063,330.97391442526447,59.81496123975837,118,1891.930009962274,1609.2620182103062,0.22230335270254367,-0.11678136262506773,-0.2316793872259555,169,0.0,65454.0,87.07306890508268,-4.849709628779849,331.0709696742735,59.83050486707304,72.2862288395376,184.33329352132654,-0.1918139101117866
22039+5949,STT 461,AD,72.0,184.0,90,-4.694096759343785,330.97395836625014,59.814958222177786,121,1891.237730123823,1609.028756776707,0.22459901071446445,-0.09705790985885276,-0.13123352341569455,169,0.0,65456.0,89.01891871643926,-4.873705786865366,331.0709749095029,59.830504481049836,72.27682843793274,184.26944233544995,-0.1796090275215807
22039+5949,STT 461,AD,72.0,184.0,89,-4.596990493922597,330.9737880784161,59.8144814341225,115,1892.10092247282,1608.8217975317687,0.2554359418402925,0.058620912127349184,-0.09837478962470564,169,0.0,65454.0,85.30157919536968,-4.827392678431305,331.07098292823497,59.830514149351764,71.79076898750722,185.11659282890443,-0.23040218450870764
22039+5949,STT 461,AD,72.0,184.0,91,-4.596140527317269,330.97435708274014,59.814813225201064,115,1892.10092247282,1608.8217975317687,0.2554359418402925,0.058620912127349184,-0.09837478962470564,169,0.0,65454.0,85.30157919536968,-4.827392678431305,331.07098292823497,59.830514149351764,72.0446786672409,183.76677963825887,-0.23125215111403552
22039+5949,STT 461,AD,72.0,184.0,65,-4.55286333326386,330.9727367954714,59.81447738734036,86,1891.0170548151743,1606.2968126670573,0.21870453171708193,-0.21929379013835615,0.3480628564956937,169,0.0,65455.0,82.4141674370109,-4.790004689158845,331.07096503413936,59.83045210939114,72.02998669510593,186.83014993398908,-0.23714135589498486
22039+5949,STT 461,AD,72.0,184.0,67,-4.61888172285722,330.97469426534855,59.815120830766354,86,1891.0170548151743,1606.2968126670573,0.21870453171708193,-0.21929379013835615,0.3480628564956937,169,0.0,65455.0,82.4141674370109,-4.790004689158845,331.07096503413936,59.83045210939114,72.37979337920956,182.74857457172112,-0.17112296630162493
22039+5949,STT 461,AE,37.0,237.1,93,-4.606624796418059,330.97395411275085,59.81442891624189,117,1682.8948498780474,1584.673744360509,0.3061399392333271,-0.09854521251546271,-0.26802858705511656,169,0.0,65455.0,73.70898083167498,-4.668801015713383,331.05293948776017,59.86738144349351,36.81364343928456,238.21740164640156,-0.06217621929532413
22039+5949,STT 461,AE,37.0,237.1,94,-4.646101124088272,330.97397312953285,59.81493357476599,117,1682.8948498780474,1584.673744360509,0.3061399392333271,-0.09854521251546271,-0.26802858705511656,169,0.0,65455.0,73.70898083167498,-4.668801015713383,331.05293948776017,59.86738144349351,37.070457355912865,236.7446675331389,-0.02269989162511088
22039+5949,STT 461,AE,37.0,237.1,87,-4.637942232502476,330.97335567984896,59.81474392346769,112,1681.3093221891943,1584.8243035857474,0.31234427322124414,-0.026205160583875037,-0.24423753192408051,169,0.0,65456.0,76.8976690061972,-4.714782938154773,331.0528663822934,59.86738639819204,37.15761580904395,237.89785674957758,-0.07684070565229728
22039+5949,STT 461,AE,37.0,237.1,88,-4.636882825794486,330.97392873368557,59.81440999411353,112,1681.3093221891943,1584.8243035857474,0.31234427322124414,-0.026205160583875037,-0.24423753192408051,169,0.0,65456.0,76.8976690061972,-4.714782938154773,331.0528663822934,59.86738639819204,36.784659645142554,238.23446975758745,-0.07790011236028693
22039+5949,STT 461,AE,37.0,237.1,92,-4.701704685841517,330.97335569503,59.814716897934545,121,1679.6447531597219,1588.3426081698972,0.3568770285552243,0.10072837844719283,-0.25824474771562933,169,0.0,65457.0,77.15531901515338,-4.718414678211242,331.0528873246554,59.86735115974539,37.16919886236186,237.89726953982097,-0.016709992369724702
22039+5949,STT 461,AE,37.0,237.1,93,-4.63564074093999,330.9741049428721,59.81500858099001,121,1679.6447531597219,1588.3426081698972,0.3568770285552243,0.10072837844719283,-0.25824474771562933,169,0.0,65457.0,77.15531901515338,-4.718414678211242,331.0528873246554,59.86735115974539,37.06161490230144,236.24157529173885,-0.08277393727125215
22039+5949,STT 461,AE,37.0,237.1,70,-4.673456097920959,330.97286371009386,59.81452845618301,95,1677.6881197890377,1589.9255759156838,0.3144789091794155,0.008459040537320307,-0.06878040370803026,169,0.0,65455.0,82.92466298913034,-4.7967092879898505,331.0523995270965,59.86718954438171,37.156735550256535,237.9792329501371,-0.12325319006889135
22039+5949,STT 461,AE,37.0,237.1,72,-4.572829010429946,330.97462756975665,59.81487283824299,96,1676.5936948799886,1594.3855105217572,0.3149636308133513,-0.17537957803672752,-0.11123558569594257,169,0.0,65455.0,71.35002812389183,-4.633485371589125,331.05382482382737,59.867512516676975,37.050185542845675,237.54723121405192,-0.06065636115917883
22039+5949,STT 461,AE,37.0,237.1,91,-4.574199684659969,330.97380256873856,59.81441115654314,119,1675.8170200910104,1594.0727114847411,0.3396231830695904,0.07576908890020237,-0.34919583500302076,169,0.0,65453.0,76.15830653588097,-4.704293196164947,331.05277375093726,59.867350386496376,36.81563415867245,238.16376333788506,-0.1300935115049784
22039+5949,STT 461,AE,37.0,237.1,92,-4.586778346826485,330.9740931138771,59.8149973206296,119,1675.8170200910104,1594.0727114847411,0.3396231830695904,0.07576908890020237,-0.34919583500302076,169,0.0,65453.0,76.15830653588097,-4.704293196164947,331.05277375093726,59.867350386496376,37.02052873540799,236.1607744360772,-0.11751484933846257
22039+5949,STT 461,AE,37.0,237.1,71,-4.5963691648205485,330.97314512953676,59.814582481853705,95,1673.6770153547452,1595.563598386323,0.3235827746755632,0.13563075970748883,-0.3093778638034607,169,0.0,65453.0,73.08684954101511,-4.659598104311747,331.052663078723,59.86723218638511,37.15646910900268,237.92692552795532,-0.06322893949119823
22039+5949,STT 461,AE,37.0,237.1,72,-4.605938997136329,330.9745182247565,59.81501578648708,96,1671.628214595732,1598.4824548025183,0.3302848793290289,0.021534657759681882,0.5116153968946647,169,0.0,65453.0,66.45155686800936,-4.556262900791495,331.05351026603097,59.867668953020306,36.971611397740865,237.36200099946876,0.049676096344834164
22039+5949,STT 461,AE,37.0,237.1,91,-4.614750554663404,330.97383007795145,59.81446526963855,116,1670.353270177361,1597.3782186622805,0.2833770289678954,0.016987487199819098,-0.5155515797408229,169,0.0,65454.0,74.4837829948505,-4.680154315343596,331.05288754202616,59.86733588406537,36.88128947056786,238.05979243896573,-0.0654037606801916
22039+5949,STT 461,AE,37.0,237.1,92,-4.657895718668063,330.97391442526447,59.81496123975837,116,1670.353270177361,1597.3782186622805,0.2833770289678954,0.016987487199819098,-0.5155515797408229,169,0.0,65454.0,74.4837829948505,-4.680154315343596,331.05288754202616,59.86733588406537,37.11134322893377,236.5418885093697,-0.02225859667553287
22039+5949,STT 461,AE,37.0,237.1,90,-4.694096759343785,330.97395836625014,59.814958222177786,119,1669.772017746251,1597.567135856763,0.2971859352627837,-0.07628389875101445,-0.46207114234213026,169,0.0,65456.0,77.15131886671995,-4.718358386323359,331.05291651866014,59.86731542475219,37.1153188410915,236.4755261022463,-0.024261626979574125
22039+5949,STT 461,AE,37.0,237.1,89,-4.596990493922597,330.9737880784161,59.8144814341225,114,1670.2925091329585,1597.570128066396,0.2955413023381479,7.278560505381706e-05,-0.43306204190086356,169,0.0,65454.0,72.3504400291909,-4.648602942012498,331.05285800536376,59.867374432454255,36.87395243146062,238.13768987951946,-0.05161244808990073
22039+5949,STT 461,AE,37.0,237.1,91,-4.596140527317269,330.97435708274014,59.814813225201064,114,1670.2925091329585,1597.570128066396,0.2955413023381479,7.278560505381706e-05,-0.43306204190086356,169,0.0,65454.0,72.3504400291909,-4.648602942012498,331.05285800536376,59.867374432454255,36.84848867454599,236.56418303977367,-0.05246241469522861
22039+5949,STT 461,AE,37.0,237.1,65,-4.55286333326386,330.9727367954714,59.81447738734036,84,1670.264266822415,1593.0048639714682,0.3525066976297865,-0.1368525160009605,-0.005529228946379884,169,0.0,65455.0,75.92084941812666,-4.700902646056704,331.05210267612085,59.86705508078503,37.14160152708967,237.55453096781162,-0.14803931279284388
22039+5949,STT 461,AE,37.0,237.1,67,-4.61888172285722,330.97469426534855,59.815120830766354,85,1668.3903192045939,1598.503669570672,0.2984805495648971,-0.3440967299129219,-0.07768686094240891,169,0.0,65455.0,64.76951530891279,-4.5284266177523715,331.05381808837694,59.86754982428128,37.135100708841264,236.86197397153663,0.09045510510484878
